item_id,store_id,mean_sales,is_normal_volume
FOODS_1_134,CA_1,1.2780996523754344,False
FOODS_1_134,CA_2,1.0463182897862233,False
FOODS_1_134,CA_3,1.1599073001158748,False
FOODS_1_134,CA_4,0.8327444051825678,False
FOODS_1_134,TX_1,0.7932242990654206,False
FOODS_1_134,TX_2,0.8691588785046729,False
FOODS_1_134,TX_3,0.6752336448598131,False
FOODS_1_134,WI_1,1.8527679623085984,True
FOODS_1_134,WI_2,1.8933951332560834,True
FOODS_1_134,WI_3,1.1263035921205098,False
FOODS_1_194,CA_1,1.983906770255272,True
FOODS_1_194,CA_2,2.1403995560488345,True
FOODS_1_194,CA_3,2.562153163152053,True
FOODS_1_194,CA_4,0.9944506104328524,False
FOODS_1_194,TX_1,1.0804661487236404,False
FOODS_1_194,TX_2,1.5172031076581576,True
FOODS_1_194,TX_3,1.1609322974472809,False
FOODS_1_194,WI_1,1.650943396226415,True
FOODS_1_194,WI_2,1.197558268590455,False
FOODS_1_194,WI_3,1.4328523862375138,False
FOODS_1_207,CA_1,1.3240843507214206,False
FOODS_1_207,CA_2,1.032186459489456,False
FOODS_1_207,CA_3,1.0377358490566038,False
FOODS_1_207,CA_4,0.9472807991120976,False
FOODS_1_207,TX_1,0.45449500554938954,False
FOODS_1_207,TX_2,0.6387347391786904,False
FOODS_1_207,TX_3,0.3995560488346282,False
FOODS_1_207,WI_1,1.172031076581576,False
FOODS_1_207,WI_2,0.7258601553829079,False
FOODS_1_207,WI_3,0.36182019977802443,False
FOODS_2_015,CA_1,0.57856093979442,False
FOODS_2_015,CA_2,1.0705128205128205,False
FOODS_2_015,CA_3,0.2872340425531915,False
FOODS_2_015,CA_4,0.5159883720930233,False
FOODS_2_015,TX_1,0.55359765051395,False
FOODS_2_015,TX_2,0.5814977973568282,False
FOODS_2_015,TX_3,0.6385135135135135,False
FOODS_2_015,WI_1,1.0377906976744187,False
FOODS_2_015,WI_2,0.6744186046511628,False
FOODS_2_015,WI_3,0.5594713656387665,False
FOODS_2_039,CA_1,0.2960122699386503,False
FOODS_2_039,CA_2,0.30141843971631205,False
FOODS_2_039,CA_3,0.39493865030674846,False
FOODS_2_039,CA_4,0.33358895705521474,False
FOODS_2_039,TX_1,0.25766871165644173,False
FOODS_2_039,TX_2,0.647239263803681,False
FOODS_2_039,TX_3,0.6986547085201794,False
FOODS_2_039,WI_1,0.4295652173913043,False
FOODS_2_039,WI_2,0.7361963190184049,False
FOODS_2_039,WI_3,0.19329529243937232,False
FOODS_2_048,CA_1,0.21479500891265596,False
FOODS_2_048,CA_2,0.48333333333333334,False
FOODS_2_048,CA_3,0.30115146147032773,False
FOODS_2_048,CA_4,0.10968921389396709,False
FOODS_2_048,TX_1,0.46702317290552586,False
FOODS_2_048,TX_2,0.3966131907308378,False
FOODS_2_048,TX_3,0.2367713004484305,False
FOODS_2_048,WI_1,0.336322869955157,False
FOODS_2_048,WI_2,1.0017825311942958,False
FOODS_2_048,WI_3,0.660427807486631,False
FOODS_2_059,CA_1,1.2097669256381798,False
FOODS_2_059,CA_2,1.4822695035460993,False
FOODS_2_059,CA_3,1.9528301886792452,True
FOODS_2_059,CA_4,1.060215053763441,False
FOODS_2_059,TX_1,1.562708102108768,True
FOODS_2_059,TX_2,2.2591564927857934,True
FOODS_2_059,TX_3,2.5926748057713653,True
FOODS_2_059,WI_1,1.1352459016393444,False
FOODS_2_059,WI_2,2.858059914407989,True
FOODS_2_059,WI_3,1.1481687014428412,False
FOODS_2_063,CA_1,1.8113207547169812,True
FOODS_2_063,CA_2,1.9456159822419534,True
FOODS_2_063,CA_3,1.8296337402885683,True
FOODS_2_063,CA_4,1.2796892341842396,False
FOODS_2_063,TX_1,2.4983351831298557,True
FOODS_2_063,TX_2,2.7685904550499445,True
FOODS_2_063,TX_3,3.004994450610433,True
