item_id,store_id,mean_sales,is_normal_volume
FOODS_1_001,CA_1,0.7856769472033456,False
FOODS_1_001,CA_2,1.157344485101934,False
FOODS_1_001,CA_3,1.2033455305802403,False
FOODS_1_001,CA_4,0.3596445373758494,False
FOODS_1_001,TX_1,0.5849451123889179,False
FOODS_1_001,TX_2,0.5812859383167799,False
FOODS_1_001,TX_3,0.4103502352326189,False
FOODS_1_001,WI_1,0.567694720334553,False
FOODS_1_001,WI_2,0.4573967590172504,False
FOODS_1_001,WI_3,0.2943021432305279,False
FOODS_1_016,CA_1,1.2446419236800836,False
FOODS_1_016,CA_2,1.3434396236278097,False
FOODS_1_016,CA_3,0.9665446941975954,False
FOODS_1_016,CA_4,0.553058024046001,False
FOODS_1_016,TX_1,0.3042341871406168,False
FOODS_1_016,TX_2,0.5023523261892315,False
FOODS_1_016,TX_3,0.4783063251437532,False
FOODS_1_016,WI_1,0.7605854678515421,False
FOODS_1_016,WI_2,0.6204913748039729,False
FOODS_1_016,WI_3,0.393099843178254,False
FOODS_1_032,CA_1,7.7109252483010975,True
FOODS_1_032,CA_2,3.4866701515943546,True
FOODS_1_032,CA_3,6.740721380031364,True
FOODS_1_032,CA_4,6.2723470987977,True
FOODS_1_032,TX_1,3.559330893883952,True
FOODS_1_032,TX_2,8.007318348144276,True
FOODS_1_032,TX_3,6.667015159435442,True
FOODS_1_032,WI_1,7.360690015682175,True
FOODS_1_032,WI_2,7.9492943021432305,True
FOODS_1_032,WI_3,8.047046523784632,True
FOODS_1_034,CA_1,0.3068478829064296,False
FOODS_1_034,CA_2,0.639832723470988,False
FOODS_1_034,CA_3,0.3941453214845792,False
FOODS_1_034,CA_4,0.2268687924725562,False
FOODS_1_034,TX_1,0.2132775744903293,False
FOODS_1_034,TX_2,0.4364871928907475,False
FOODS_1_034,TX_3,0.3408259278619969,False
FOODS_1_034,WI_1,0.3774176685833769,False
FOODS_1_034,WI_2,0.1944589649764767,False
FOODS_1_034,WI_3,0.1505488761108207,False
FOODS_1_046,CA_1,7.13016204913748,True
FOODS_1_046,CA_2,5.450078410872974,True
FOODS_1_046,CA_3,6.509147935180345,True
FOODS_1_046,CA_4,5.478829064296916,True
FOODS_1_046,TX_1,3.106638787245165,True
FOODS_1_046,TX_2,12.082070047046525,True
FOODS_1_046,TX_3,5.209095661265029,True
FOODS_1_046,WI_1,7.674333507579718,True
FOODS_1_046,WI_2,8.281756403554626,True
FOODS_1_046,WI_3,5.0737062205959225,True
FOODS_1_047,CA_1,1.012023000522739,False
FOODS_1_047,CA_2,2.6100365917407213,True
FOODS_1_047,CA_3,1.912179822268688,True
FOODS_1_047,CA_4,0.7036069001568217,False
FOODS_1_047,TX_1,0.9592263460533194,False
FOODS_1_047,TX_2,0.7553580763199164,False
FOODS_1_047,TX_3,0.5368531102979613,False
FOODS_1_047,WI_1,0.9247255619445895,False
FOODS_1_047,WI_2,0.4370099320439101,False
FOODS_1_047,WI_3,0.4354417145844224,False
FOODS_1_053,CA_1,0.3826450601150026,False
FOODS_1_053,CA_2,0.6879247255619446,False
FOODS_1_053,CA_3,0.3324621014113957,False
FOODS_1_053,CA_4,0.8154730789336121,False
FOODS_1_053,TX_1,0.1792995295347621,False
FOODS_1_053,TX_2,0.2420282279142707,False
FOODS_1_053,TX_3,0.2388917929952953,False
FOODS_1_053,WI_1,0.4662833246210141,False
FOODS_1_053,WI_2,0.338212232096184,False
FOODS_1_053,WI_3,0.1583899634082592,False
FOODS_1_054,CA_1,1.8076319916361736,True
FOODS_1_054,CA_2,2.147935180345008,True
FOODS_1_054,CA_3,1.6163094615786722,True
FOODS_1_054,CA_4,0.6696288552012546,False
FOODS_1_054,TX_1,0.7485624673288029,False
FOODS_1_054,TX_2,1.057501306847883,False
FOODS_1_054,TX_3,0.6408782017773131,False
FOODS_1_054,WI_1,1.3863042341871403,False
FOODS_1_054,WI_2,0.9534762153685312,False
FOODS_1_054,WI_3,0.8280188186095139,False
FOODS_1_058,CA_1,2.9404077365394667,True
FOODS_1_058,CA_2,3.623627809722948,True
FOODS_1_058,CA_3,5.392054364871929,True
FOODS_1_058,CA_4,0.7903815995818086,False
FOODS_1_058,TX_1,2.831677992681652,True
FOODS_1_058,TX_2,3.4500784108729743,True
FOODS_1_058,TX_3,2.6204913748039727,True
FOODS_1_058,WI_1,1.9874542603240983,True
FOODS_1_058,WI_2,2.449032932566649,True
FOODS_1_058,WI_3,2.185572399372713,True
FOODS_1_065,CA_1,0.6534239414532148,False
FOODS_1_065,CA_2,1.273392577104025,False
FOODS_1_065,CA_3,1.280710925248301,False
FOODS_1_065,CA_4,0.4594877156299007,False
FOODS_1_065,TX_1,0.3408259278619969,False
FOODS_1_065,TX_2,0.3972817564035546,False
FOODS_1_065,TX_3,0.3141662310507057,False
FOODS_1_065,WI_1,0.7339257710402509,False
FOODS_1_065,WI_2,0.2807109252483011,False
FOODS_1_065,WI_3,0.3152117093570308,False
FOODS_1_069,CA_1,0.7794040773653946,False
FOODS_1_069,CA_2,2.657605854678516,True
FOODS_1_069,CA_3,1.9043387349712493,True
FOODS_1_069,CA_4,0.7679038159958181,False
FOODS_1_069,TX_1,0.90852064819655,False
FOODS_1_069,TX_2,0.393099843178254,False
FOODS_1_069,TX_3,0.316257187663356,False
FOODS_1_069,WI_1,0.545739675901725,False
FOODS_1_069,WI_2,0.4281233664401463,False
FOODS_1_069,WI_3,0.2017773131207527,False
FOODS_1_072,CA_1,0.396759017250392,False
FOODS_1_072,CA_2,0.5635128071092524,False
FOODS_1_072,CA_3,1.0015682174594878,False
FOODS_1_072,CA_4,0.0590695243073706,False
FOODS_1_072,TX_1,0.5692629377940408,False
FOODS_1_072,TX_2,0.4119184526921066,False
FOODS_1_072,TX_3,0.2598013591217982,False
FOODS_1_072,WI_1,0.2232096184004182,False
FOODS_1_072,WI_2,0.2158912702561422,False
FOODS_1_072,WI_3,0.3178254051228437,False
FOODS_1_075,CA_1,0.9174072138003136,False
FOODS_1_075,CA_2,0.8092002090956613,False
FOODS_1_075,CA_3,0.4819654992158912,False
FOODS_1_075,CA_4,0.3721902770517512,False
FOODS_1_075,TX_1,0.3355985363303711,False
FOODS_1_075,TX_2,0.4343962362780972,False
FOODS_1_075,TX_3,0.3183481442760063,False
FOODS_1_075,WI_1,1.010977522216414,False
FOODS_1_075,WI_2,0.4380554103502352,False
FOODS_1_075,WI_3,0.4777835859905907,False
FOODS_1_082,CA_1,2.2801881860951387,True
FOODS_1_082,CA_2,2.537375849451124,True
FOODS_1_082,CA_3,2.257710402509148,True
FOODS_1_082,CA_4,4.314688970203869,True
FOODS_1_082,TX_1,3.013591217982227,True
FOODS_1_082,TX_2,2.372713016204914,True
FOODS_1_082,TX_3,2.3277574490329327,True
FOODS_1_082,WI_1,4.396759017250392,True
FOODS_1_082,WI_2,8.488238369053843,True
FOODS_1_082,WI_3,3.302665969681129,True
FOODS_1_090,CA_1,0.8797699947726084,False
FOODS_1_090,CA_2,1.3653946680606377,False
FOODS_1_090,CA_3,1.1620491374803972,False
